Log file open, 08/30/23 10:34:21
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.DOF.Scatter.ForegroundCompositing:0    ; no foreground scattering]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.DOF.Scatter.BackgroundCompositing:0    ; no foreground scattering]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.DOF.Recombine.Quality:0                ; no slight out of focus]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.DOF.TemporalAAQuality:0                ; faster temporal accumulation]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.DOF.Kernel.MaxForegroundRadius:0.006   ; required because low gathering and no scattering and not looking great at 1080p]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.DOF.Kernel.MaxBackgroundRadius:0.006   ; required because low gathering and no scattering and not looking great at 1080p]]
[2023.08.30-16.34.22:428][  0]LogConfig: Applying CVar settings from Section [TextureQuality@1] File [Scalability]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.Streaming.MipBias:1]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.MaxAnisotropy:2]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.VT.MaxAnisotropy:4]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.Streaming.LimitPoolSizeToVRAM:1]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.Streaming.PoolSize:600]]
[2023.08.30-16.34.22:428][  0]LogConfig: Applying CVar settings from Section [EffectsQuality@1] File [Scalability]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.TranslucencyLightingVolumeDim:32]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.RefractionQuality:0]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.SSR.Quality:0]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.SSR.HalfResSceneColor:1]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.SceneColorFormat:3]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.DetailMode:1]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.TranslucencyVolumeBlur:0]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.MaterialQualityLevel:2 ; Medium quality]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.SSS.Scale:0.75]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.SSS.SampleSet:0]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.SSS.Quality:0]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.SSS.HalfRes:1]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.SSGI.Quality:1]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.EmitterSpawnRateScale:0.25]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.ParticleLightQuality:0]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.SkyAtmosphere.AerialPerspectiveLUT.SampleCountMaxPerSlice:1]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.SkyAtmosphere.FastSkyLUT.SampleCountMax:32.0]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.SkyAtmosphere.SampleCountMax:32.0]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.SkyLight.RealTimeReflectionCapture:0]]
[2023.08.30-16.34.22:428][  0]LogConfig: CVar [[fx.Niagara.QualityLevel:1]] deferred - dummy variable created
[2023.08.30-16.34.22:428][  0]LogConfig: Applying CVar settings from Section [FoliageQuality@1] File [Scalability]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[foliage.DensityScale:0.4]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[grass.DensityScale:0.4]]
[2023.08.30-16.34.22:428][  0]LogConfig: Applying CVar settings from Section [ShadingQuality@1] File [Scalability]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.HairStrands.Visibility.MSAA.SamplePerPixel:1]]
[2023.08.30-16.34.22:428][  0]LogConfig: CVar [[r.HairStrands.Interpolation.UseSingleGuide:1]] deferred - dummy variable created
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.AnisotropicMaterials:0]]
[2023.08.30-16.34.22:428][  0]LogConfig: Applying CVar settings from Section [Startup] File [../../../Engine/Config/ConsoleVariables.ini]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[r.DumpShaderDebugInfo:2]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[p.chaos.AllowCreatePhysxBodies:1]]
[2023.08.30-16.34.22:428][  0]LogConfig: Set CVar [[fx.SkipVectorVMBackendOptimizations:1]]
[2023.08.30-16.34.22:428][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [Engine]
[2023.08.30-16.34.22:428][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [C:/Users/santi/OneDrive/Documents/GitHub/GameJam/MainMenu/Saved/Config/WindowsEditor/Editor.ini]
[2023.08.30-16.34.22:428][  0]LogInit: Computer: LAMATAPERROS2
[2023.08.30-16.34.22:428][  0]LogInit: User: santi
[2023.08.30-16.34.22:428][  0]LogInit: CPU Page size=4096, Cores=6
[2023.08.30-16.34.22:428][  0]LogInit: High frequency timer resolution =10.000000 MHz
[2023.08.30-16.34.22:428][  0]LogMemory: Memory total: Physical=15.8GB (16GB approx)
[2023.08.30-16.34.22:428][  0]LogMemory: Platform Memory Stats for WindowsEditor
[2023.08.30-16.34.22:428][  0]LogMemory: Process Physical Memory: 294.88 MB used, 311.76 MB peak
[2023.08.30-16.34.22:428][  0]LogMemory: Process Virtual Memory: 277.32 MB used, 279.21 MB peak
[2023.08.30-16.34.22:429][  0]LogMemory: Physical Memory: 11678.57 MB used,  4452.21 MB free, 16130.79 MB total
[2023.08.30-16.34.22:429][  0]LogMemory: Virtual Memory: 17328.19 MB used,  8530.60 MB free, 25858.79 MB total
[2023.08.30-16.34.22:429][  0]LogCsvProfiler: Display: Metadata set : extradevelopmentmemorymb="0"
[2023.08.30-16.34.22:436][  0]LogWindows: WindowsPlatformFeatures enabled
[2023.08.30-16.34.22:448][  0]LogInit: Physics initialised using underlying interface: Chaos
[2023.08.30-16.34.22:450][  0]LogInit: Using OS detected language (en-US).
[2023.08.30-16.34.22:450][  0]LogInit: Using OS detected locale (en-US).
[2023.08.30-16.34.22:452][  0]LogTextLocalizationManager: No specific localization for 'en-US' exists, so 'en' will be used for the language.
[2023.08.30-16.34.22:824][  0]LogInit: Setting process to per monitor DPI aware
[2023.08.30-16.34.22:863][  0]LogWindowsTextInputMethodSystem: Available input methods:
[2023.08.30-16.34.22:863][  0]LogWindowsTextInputMethodSystem:   - English (United States) - (Keyboard).
[2023.08.30-16.34.22:863][  0]LogWindowsTextInputMethodSystem:   - English (United States) - (Keyboard).
[2023.08.30-16.34.22:863][  0]LogWindowsTextInputMethodSystem:   - English (United States) - Touch Input Correction (TSF IME).
[2023.08.30-16.34.22:863][  0]LogWindowsTextInputMethodSystem: Activated input method: English (United States) - (Keyboard).
[2023.08.30-16.34.22:887][  0]LogSlate: New Slate User Created. Platform User Id 0, User Index 0, Is Virtual User: 0
[2023.08.30-16.34.22:887][  0]LogSlate: Slate User Registered.  User Index 0, Is Virtual User: 0
[2023.08.30-16.34.23:111][  0]LogWindows: Attached monitors:
[2023.08.30-16.34.23:111][  0]LogWindows:     resolution: 1920x1080, work area: (-1920, 0) -> (0, 1020), device: '\\.\DISPLAY1'
[2023.08.30-16.34.23:111][  0]LogWindows:     resolution: 1920x1080, work area: (0, 0) -> (1920, 1032), device: '\\.\DISPLAY5' [PRIMARY]
[2023.08.30-16.34.23:111][  0]LogWindows: Found 2 attached monitors.
[2023.08.30-16.34.23:111][  0]LogWindows: Gathering driver information using Windows Setup API
[2023.08.30-16.34.23:111][  0]LogRHI: RHI Adapter Info:
[2023.08.30-16.34.23:111][  0]LogRHI:             Name: NVIDIA GeForce RTX 3050 Laptop GPU
[2023.08.30-16.34.23:111][  0]LogRHI:   Driver Version: 531.79 (internal:31.0.15.3179, unified:531.79)
[2023.08.30-16.34.23:111][  0]LogRHI:      Driver Date: 4-25-2023
[2023.08.30-16.34.23:111][  0]LogD3D11RHI: Creating new Direct3DDevice
[2023.08.30-16.34.23:111][  0]LogD3D11RHI:     GPU DeviceId: 0x25a2 (for the marketing name, search the web for "GPU Device Id")
[2023.08.30-16.34.23:111][  0]LogRHI: Texture pool is 2783 MB (70% of 3977 MB)
[2023.08.30-16.34.23:111][  0]LogD3D11RHI: Creating D3DDevice using adapter:
[2023.08.30-16.34.23:111][  0]LogD3D11RHI:     Description : NVIDIA GeForce RTX 3050 Laptop GPU
[2023.08.30-16.34.23:112][  0]LogD3D11RHI:     VendorId    : 10de
[2023.08.30-16.34.23:112][  0]LogD3D11RHI:     DeviceId    : 25a2
[2023.08.30-16.34.23:112][  0]LogD3D11RHI:     SubSysId    : a711028
[2023.08.30-16.34.23:112][  0]LogD3D11RHI:     Revision    : 00a1
[2023.08.30-16.34.23:112][  0]LogD3D11RHI:     DedicatedVideoMemory : 4170186752 bytes
[2023.08.30-16.34.23:112][  0]LogD3D11RHI:     DedicatedSystemMemory : 0 bytes
[2023.08.30-16.34.23:112][  0]LogD3D11RHI:     SharedSystemMemory : 8457177088 bytes
[2023.08.30-16.34.23:112][  0]LogD3D11RHI:     AdapterLuid : 0 81582
[2023.08.30-16.34.23:219][  0]LogD3D11RHI: RHI has support for 64 bit atomics
[2023.08.30-16.34.23:219][  0]LogD3D11RHI: Async texture creation enabled
[2023.08.30-16.34.23:219][  0]LogD3D11RHI: D3D11_MAP_WRITE_NO_OVERWRITE for dynamic buffer SRVs is supported
[2023.08.30-16.34.23:219][  0]LogD3D11RHI: Array index from any shader is supported
[2023.08.30-16.34.23:255][  0]LogD3D11RHI: GPU Timing Frequency: 1000.000000 (Debug: 2 1)
[2023.08.30-16.34.23:271][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="C:/Users/santi/OneDrive/Documents/GitHub/GameJam/MainMenu/MainMenu.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/santi/OneDrive/Documents/GitHub/GameJam/MainMenu/Intermediate/TurnkeyReport_0.log" -log="C:/Users/santi/OneDrive/Documents/GitHub/GameJam/MainMenu/Intermediate/TurnkeyLog_0.log" -project="C:/Users/santi/OneDrive/Documents/GitHub/GameJam/MainMenu/MainMenu.uproject"  -platform=all'
[2023.08.30-16.34.23:271][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""D:/Unreal/UnrealEngine/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="C:/Users/santi/OneDrive/Documents/GitHub/GameJam/MainMenu/MainMenu.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/santi/OneDrive/Documents/GitHub/GameJam/MainMenu/Intermediate/TurnkeyReport_0.log" -log="C:/Users/santi/OneDrive/Documents/GitHub/GameJam/MainMenu/Intermediate/TurnkeyLog_0.log" -project="C:/Users/santi/OneDrive/Documents/GitHub/GameJam/MainMenu/MainMenu.uproject"  -platform=all" ]
[2023.08.30-16.34.23:331][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.08.30-16.34.23:331][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.08.30-16.34.23:331][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.08.30-16.34.23:331][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.08.30-16.34.23:331][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.08.30-16.34.23:331][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.08.30-16.34.23:331][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.08.30-16.34.23:332][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.08.30-16.34.23:334][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.08.30-16.34.23:334][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.08.30-16.34.23:336][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.08.30-16.34.23:346][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.08.30-16.34.23:346][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.08.30-16.34.23:346][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.08.30-16.34.23:346][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.08.30-16.34.23:346][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.08.30-16.34.23:346][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.08.30-16.34.23:346][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.08.30-16.34.23:346][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.08.30-16.34.23:346][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.08.30-16.34.23:346][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.08.30-16.34.23:381][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.08.30-16.34.23:381][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.08.30-16.34.23:389][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.08.30-16.34.23:389][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.08.30-16.34.23:395][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.08.30-16.34.23:395][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.08.30-16.34.23:395][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.08.30-16.34.23:395][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.08.30-16.34.23:401][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.08.30-16.34.23:401][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.08.30-16.34.23:401][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.08.30-16.34.23:406][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.08.30-16.34.23:406][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.08.30-16.34.23:417][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.08.30-16.34.23:417][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.08.30-16.34.23:417][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.08.30-16.34.23:417][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.08.30-16.34.23:417][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.08.30-16.34.23:418][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.08.30-16.34.23:423][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.08.30-16.34.23:423][  0]LogTargetPlatformManager:   ADPCM
[2023.08.30-16.34.23:423][  0]LogTargetPlatformManager:   PCM
[2023.08.30-16.34.23:429][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.08.30-16.34.23:429][  0]LogTargetPlatformManager:   BINKA
[2023.08.30-16.34.23:438][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.08.30-16.34.23:438][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.08.30-16.34.23:438][  0]LogTargetPlatformManager:   OGG
[2023.08.30-16.34.23:442][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.08.30-16.34.23:442][  0]LogTargetPlatformManager:   OPUS
[2023.08.30-16.34.23:507][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.08.30-16.34.23:519][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.08.30-16.34.23:519][  0]LogTargetPlatformManager:   SF_METAL
[2023.08.30-16.34.23:519][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.08.30-16.34.23:519][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.08.30-16.34.23:519][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.08.30-16.34.23:519][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.08.30-16.34.23:519][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.08.30-16.34.23:519][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.08.30-16.34.23:519][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.08.30-16.34.23:519][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.08.30-16.34.23:519][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.08.30-16.34.23:519][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.08.30-16.34.23:519][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.08.30-16.34.23:519][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.08.30-16.34.23:519][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.08.30-16.34.23:519][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.08.30-16.34.23:530][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.08.30-16.34.23:530][  0]LogTargetPlatformManager:   VVM_1_0
[2023.08.30-16.34.23:530][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.08.30-16.34.23:530][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.08.30-16.34.23:530][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.08.30-16.34.23:530][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.08.30-16.34.23:530][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.08.30-16.34.23:530][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.08.30-16.34.23:536][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file C:/Users/santi/OneDrive/Documents/GitHub/GameJam/MainMenu/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.08.30-16.34.23:536][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.08.30-16.34.23:536][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file C:/Users/santi/OneDrive/Documents/GitHub/GameJam/MainMenu/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.08.30-16.34.23:536][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.08.30-16.34.23:572][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.08.30-16.34.23:572][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.08.30-16.34.23:572][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.08.30-16.34.23:583][  0]LogDerivedDataCache: Speed tests for C:/Users/santi/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.01 seconds
[2023.08.30-16.34.23:583][  0]LogDerivedDataCache: Display: Performance to C:/Users/santi/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.03ms. RandomReadSpeed=801.52MBs, RandomWriteSpeed=94.55MBs. Assigned SpeedClass 'Local'
[2023.08.30-16.34.23:585][  0]LogDerivedDataCache: Using Local data cache path C:/Users/santi/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.08.30-16.34.23:585][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.08.30-16.34.23:585][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.08.30-16.34.23:586][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.08.30-16.34.23:586][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.08.30-16.34.23:586][  0]LogShaderCompilers: Guid format shader working directory is -12 characters bigger than the processId version (C:/Users/santi/OneDrive/Documents/GitHub/GameJam/MainMenu/Intermediate/Shaders/WorkingDirectory/11484/).
[2023.08.30-16.34.23:586][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/santi/AppData/Local/Temp/UnrealShaderWorkingDir/020C71D84D4A9D59C29FC8B51A63A2C8/'.
[2023.08.30-16.34.23:587][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.08.30-16.34.23:587][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 9 workers.
[2023.08.30-16.34.24:837][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.08.30-16.34.24:969][  0]LogShaderCompilers: Display: Compiling shader autogen file: C:/Users/santi/OneDrive/Documents/GitHub/GameJam/MainMenu/Intermediate/ShaderAutogen/PCD3D_SM5/AutogenShaderHeaders.ush
[2023.08.30-16.34.24:969][  0]LogShaderCompilers: Display: Autogen file is unchanged, skipping write.
[2023.08.30-16.34.25:154][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.08.30-16.34.25:154][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM5 (0)
[2023.08.30-16.34.25:154][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.08.30-16.34.25:154][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.08.30-16.34.25:154][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.08.30-16.34.25:154][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.08.30-16.34.25:154][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.08.30-16.34.25:154][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.08.30-16.34.25:154][  0]LogInit: FStereoShaderAspects: ---
[2023.08.30-16.34.25:154][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.08.30-16.34.25:154][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.08.30-16.34.25:154][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.08.30-16.34.25:154][  0]LogInit: FStereoShaderAspects: ---
[2023.08.30-16.34.25:154][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.08.30-16.34.25:154][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.08.30-16.34.25:154][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.08.30-16.34.25:154][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.08.30-16.34.25:227][  0]LogSlate: Using FreeType 2.10.0
[2023.08.30-16.34.25:227][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.08.30-16.34.25:265][  0]LogAssetRegistry: FAssetRegistry took 0.0134 seconds to start up
[2023.08.30-16.34.25:274][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.08.30-16.34.25:636][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.08.30-16.34.25:981][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: Available device profiles:
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B88000][00000A35DE63A800 52] GlobalDefaults, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B89A00][00000A35DDF80000 52] Windows, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B89C00][00000A35DDF82800 52] WindowsEditor, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B89400][00000A35DD662800 52] WindowsServer, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B87C00][00000A35DA98A000 52] WindowsClient, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B89000][00000A35DDF8A000 52] IOS, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B89E00][00000A35DE6FC800 52] iPadAir2, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B8A400][00000A35E7252800 52] IPadPro, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B8A600][00000A35E7250000 52] iPadAir3, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B87E00][00000A35E7257800 52] iPadAir4, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B87A00][00000A35E725A000 52] iPadAir5, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B8AE00][00000A35E725C800 52] iPadMini4, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B86C00][00000A35D4DE0000 52] iPadMini5, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B8A000][00000A35E7260000 52] iPadMini6, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B8C200][00000A35E726A000 52] iPhone6S, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B8C400][00000A35E7267800 52] iPhone7, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B8C600][00000A35E7265000 52] iPodTouch7, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B88800][00000A35E726C800 52] iPhone6SPlus, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B8B200][00000A35E7255000 52] iPhone7Plus, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B89600][00000A35E72C0000 52] iPhoneSE, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B8A200][00000A35E72C5000 52] iPhone8, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B88A00][00000A35E72C7800 52] iPhone8Plus, 
[2023.08.30-16.34.25:982][  0]LogDeviceProfileManager: 	[00000A35E6B8B800][00000A35E72CA000 52] iPhoneX, 
